SYMBOL,shControl,shNRF2,shMLL1,shUTX,Cluster,ROS hallmark,MLL1,H3K4,UTX,H3K27,CHE
TSPEAR,2.0029488,0.693824707,-0.125144486,-0.34348288,cluster1,,0,0,0,0,0
SFTPA1,1.361680756,0.225238123,0.156439097,-0.131698847,cluster1,,0,0,0,0,0
SERPINA5,4.561279621,0.505208938,-0.121110145,0.590941033,cluster1,,0,0,0,0,0
EIF3K,1.191460027,-0.280077081,-0.120277767,4.581064655,cluster1,,0,1,0,0,0
TBXAS1,1.879264062,-0.352673006,-0.117888816,-1.040218883,cluster1,,0,0,0,1,0
ATP6V0A1,1.555950155,0.000403961,-0.115641884,0,cluster1,,1,1,0,0,0
OAS1,1.031585525,0.258893104,-1.24208554,-0.131315166,cluster3,,0,0,0,0,0
POLR3H,1.296910267,-0.058593909,-0.113843737,3.11187958,cluster1,,0,1,0,0,0
ZNF287,1.64742185,-0.924253659,-0.111326688,3.11187958,cluster1,,0,1,0,0,0
DYSF,1.038056537,-0.012391124,3.286805581,-0.130781756,cluster3,,0,1,0,0,0
PGAP2,4.561279621,3.261026801,-0.102751703,-0.129989722,cluster1,,0,0,1,0,0
DCUN1D5,1.838803291,0.459949472,-0.099989512,-0.119165145,cluster1,,0,0,0,1,0
CDK6,2.373501135,-0.091492253,-0.097487253,-0.133685877,cluster1,,0,1,0,0,0
TMOD3,2.289630317,0.001041164,-0.097047103,0.071760254,cluster1,,0,0,0,0,0
GTF2F2,1.002862375,-0.124140911,-0.096151631,-1.426649514,cluster1,,0,0,0,0,0
TBC1D3K,4.561279621,-0.736876987,-0.094859038,0.17441032,cluster1,,0,0,0,0,0
APOC2,1.341462054,0.252786358,-0.092540632,-0.430157404,cluster1,,0,0,0,0,0
HEATR6,1.322362379,0.149753641,-0.064518895,-0.119165145,cluster1,,0,0,0,0,0
STRA8,1.328176436,-0.21130826,-0.087547119,-0.443544127,cluster1,,0,0,0,0,0
ZNF534,1.365106828,0.778392228,-0.084583446,0.161860307,cluster1,,0,0,0,0,0
CMTM2,3.581852559,-0.788479524,-0.083783783,3.11187958,cluster1,,0,0,0,0,0
DSN1,1.201262082,0.697879415,-0.083591196,0,cluster1,,1,1,0,0,0
TP53,1.782812145,-1.691005627,-0.077212576,-0.119165145,cluster1,,1,1,0,0,0
DYNC1LI2,1.492696259,0.503660474,-0.076816237,0,cluster1,,0,1,0,0,0
LRAT,2.278775903,0.185844764,0.592904026,-0.119165145,cluster1,,0,1,0,0,0
GEMIN6,4.561279621,1.098258531,-0.075151128,-0.843433648,cluster1,,0,0,1,0,0
JOSD2,2.216783842,1.055346411,-0.071005152,1.35001993,cluster1,,0,0,0,0,0
TUB,2.193899735,0.992863904,-0.070980277,4.02592915,cluster1,,0,1,0,0,0
ACOX3,1.171475477,1.055346411,-0.069194522,-0.119165145,cluster1,,0,0,0,0,0
MYCL,1.107173821,0.460293849,1.107873471,-0.119165145,cluster3,,0,0,0,1,0
KCNV2,4.960958855,0.175536781,-0.068957696,4.02592915,cluster1,,0,0,0,0,0
RYR1,1.153848047,0.435995422,-0.068096913,-0.139023761,cluster1,,0,0,0,0,0
ADAL,1.676637851,-0.312064956,-0.064768402,4.02592915,cluster1,,0,1,0,0,0
TOMM22,2.496702178,-2.003581795,4.210932547,-0.119165145,cluster1,,0,1,0,0,0
PGAM1,4.960958855,-0.377874949,-0.063725969,-0.129687472,cluster1,,0,0,0,0,0
RAD54L2,1.560366521,0.42804979,0,-0.083026695,cluster1,,0,0,1,0,0
KIF3C,1.908484872,0.134124913,-0.062016477,0,cluster1,,0,1,0,0,0
TMEM269,1.658714917,0.859786472,-0.056473405,-0.24704598,cluster1,,0,0,0,0,0
EDEM3,1.008121792,0.111754493,-0.053546535,0,cluster1,,0,0,0,0,0
NEFH,1.094010089,-0.302179191,-0.050599605,0,cluster1,,0,0,1,0,0
NOP53,2.278775903,3.261026801,-0.049385036,-1.040218883,cluster1,,0,1,0,0,0
ZNF536,4.561279621,3.261026801,-0.049129841,0.145042073,cluster1,,0,0,0,0,0
DENND2A,4.561279621,-1.291421205,-0.048336274,3.11187958,cluster1,,0,0,0,0,0
ZFP90,1.22659515,0.277918695,-0.042207278,-0.689706851,cluster1,,0,0,0,0,0
STAR,2.132386848,0.28977146,-0.040070575,-0.225340204,cluster1,,0,0,0,0,0
GRK4,1.08785605,-0.384715222,-0.037283055,-0.061164142,cluster1,,0,0,0,0,0
STARD6,1.12898562,0.386852904,0.024504154,-0.078973973,cluster1,,0,0,0,0,0
UBIAD1,1.060678324,0.095158484,-0.029448462,0,cluster1,,0,1,0,0,0
AHCYL2,1.12898562,-0.12110901,-0.027896475,-0.099882054,cluster1,,1,0,0,0,0
GJA1,1.221304177,0.192632769,-0.243182503,-0.063312438,cluster1,,0,1,0,0,0
PPFIBP1,1.013712013,-0.174941963,-0.020983488,0,cluster1,,0,1,0,0,0
SEPTIN2,4.960958855,-3.997903788,-0.017193149,4.02592915,cluster1,,0,0,0,0,0
CNRIP1,4.561279621,-1.291421205,-0.016117358,-0.132213926,cluster1,,0,1,0,1,0
SLC5A1,1.691778547,0.05627298,1.705893388,-0.057573018,cluster3,,0,0,0,0,0
CKS1B,2.129779206,0.07438658,-0.01222734,0.067908064,cluster1,,0,0,0,0,0
JAG1,1.017777751,0.243710481,-0.012223437,-0.013752101,cluster1,,0,0,0,0,0
SCGB1D4,1.647401971,0.189174263,-0.010626517,0.330501217,cluster1,,0,0,0,0,0
SLC34A3,4.960958855,0,-0.010449946,-1.962496828,cluster1,,0,1,0,1,0
RPL27A,1.293195688,-0.180412531,-0.009288054,0.082346997,cluster1,,0,1,0,0,0
CTAG1A,6.390608229,1.076129167,-0.007911558,0.368984118,cluster1,,0,0,0,0,0
COLEC10,5.273592895,3.261026801,-0.007257267,-0.13904545,cluster1,,0,0,0,0,0
BMPR1B,1.10388698,0.124920663,-0.001874064,0,cluster1,,0,0,0,0,0
HCCS,4.561279621,1.145595798,0.223008337,-0.056029931,cluster1,,0,0,0,0,0
SOGA1,1.479234341,0.949428438,0,0,cluster1,,1,1,0,0,0
OVOL2,4.960958855,-4.552448006,0,0,cluster1,,0,0,0,0,0
PCDHGB3,5.273592895,4.183748551,0,0.165647887,cluster1,,0,0,0,0,0
SCYL1,1.998761939,0.85325574,0,0,cluster1,,0,1,0,0,0
AFAP1L1,1.392358942,0.595375466,0,0.103702421,cluster1,,0,1,0,0,0
INPP5B,1.240620159,-0.456771449,0,-0.389554588,cluster1,,0,0,0,0,0
LAMTOR2,5.530397833,2.058009566,0,3.11187958,cluster1,,0,0,0,0,0
KRT77,4.561279621,-1.353825126,0,0.220335854,cluster1,,0,0,0,0,0
ANKRD55,2.873666531,0.627008877,0,-0.117629899,cluster1,,0,0,0,0,0
ZNF212,1.394201652,0.457858179,-0.349422877,-0.054222251,cluster1,,0,0,0,0,0
GGT2,1.522929899,1.170913609,0,0,cluster1,,0,0,0,0,0
UBE4B,1.109456604,-0.212489783,0,0.061827597,cluster1,,0,0,0,0,0
ARHGEF10L,2.278775903,-1.691005627,0,-0.054306707,cluster1,,0,1,0,0,0
RANBP3L,4.561279621,-1.691005627,0,-0.105436278,cluster1,,0,0,0,0,0
CLEC2D,3.138986298,1.162344301,0,-3.231044725,cluster1,,0,0,0,0,0
PRRG4,5.273592895,3.261026801,0,0,cluster1,,0,0,0,0,0
ANKRD30BL,1.037464636,0.405420086,0,0.114350897,cluster1,,0,0,0,1,0
RASA4B,1.076449543,-0.459113893,0,0.141866351,cluster1,,0,1,1,1,0
ADCY7,1.763786093,1.162344301,0.236090213,-0.04368055,cluster1,,0,1,0,0,0
TMEM184A,1.13603568,0.432575052,0,-0.086023659,cluster1,,0,0,0,0,0
EIF5A2,1.17676797,0.252013279,-3.974842334,-0.04078341,cluster3,,0,1,0,0,0
INPP4A,2.45751681,0.577054773,0,0.085799986,cluster1,,0,1,0,0,0
TUBD1,1.031583404,0.040297825,0.225036739,-0.023474751,cluster1,,0,1,0,0,0
DCTN2,1.254576854,0.268031505,0,-0.374077747,cluster1,,0,0,0,0,0
GIP,4.561279621,-3.08549002,0,0.049433433,cluster1,,0,0,0,0,0
NGB,1.522929899,0.701455302,0,0.254331794,cluster1,,1,1,0,0,0
TMEM182,6.254823211,-1.353825126,0,-0.317626191,cluster1,,1,0,0,0,0
GLIS1,1.101785214,-0.477478345,0,-0.093738205,cluster1,,0,0,0,0,0
SYCN,2.650091546,-0.788479524,0,-4.709755439,cluster1,,0,0,0,0,0
SESN1,1.007564907,0.20078632,-0.103080875,-0.012016065,cluster1,,1,0,0,1,0
HMBOX1,1.121770665,0.428863627,0,3.11187958,cluster1,,0,0,0,0,0
CDH22,1.412671317,-0.193232044,0,-0.119165145,cluster1,,0,1,0,0,0
UBR3,2.278775903,1.145595798,0,-3.231044725,cluster1,,0,0,0,0,0
ZNF878,2.0029488,-0.905046163,0,-0.125715752,cluster1,,0,1,0,0,0
EVA1C,1.118775006,-0.522475015,0,4.02592915,cluster1,,0,0,0,0,0
PER1,1.062497729,0.286633128,0,4.581064655,cluster1,,0,1,1,0,0
FAM180B,1.6107936,-0.585965507,0,0.248891388,cluster1,,0,0,0,0,0
A1BG,1.002862375,-0.468613884,-0.688036753,-0.003790725,cluster1,,0,1,0,0,0
ZNF674,1.190337999,-0.283062318,0,-0.205429314,cluster1,,0,0,0,0,0
NOMO1,4.561279621,0,-4.928219757,0,cluster3,,0,1,0,0,0
STK40,1.216432382,-0.112853247,0,0.200289385,cluster1,,0,0,0,0,0
MRPL1,1.222410813,-0.1185325,0,1.058841017,cluster1,,0,0,0,0,0
KLHL42,1.060360514,-0.084026944,0,3.11187958,cluster1,,1,1,0,0,0
FOXN3,1.035082826,0.353373287,0,0,cluster1,,0,0,0,0,0
CAV2,1.610989187,0.166208912,-3.063797244,0,cluster3,,0,0,0,0,0
ALDH3A1,1.658714917,-0.666702717,0,-3.231044725,cluster1,,0,1,0,0,0
CLEC18C,1.252067542,0.094789266,0,0.056361554,cluster1,,0,1,1,0,0
JPT1,1.287864957,0.601571501,0,-0.282558833,cluster1,,0,0,0,1,0
JMY,1.025012138,-0.173399568,0,0.278974319,cluster1,,0,0,1,0,0
TNFSF8,1.130088054,-0.237907151,0,0,cluster1,,0,0,1,0,0
UBN2,1.266370602,0.456992455,0,0.657652559,cluster1,,0,0,0,0,0
CHPT1,1.022531367,0.069756413,0,0.794884425,cluster1,,0,0,0,0,0
TFPI,1.042418027,-0.03383475,-0.717287211,0,cluster1,,0,0,0,0,0
PABPC4,2.583389157,0.195912738,0,3.11187958,cluster1,,0,1,0,0,0
FYN,1.770286265,0.045417222,0,-0.0409268,cluster1,,0,0,0,0,0
TAC1,2.373501135,0.144318641,0,3.11187958,cluster1,,0,0,0,0,0
ECM1,4.561279621,0.904793359,0,-3.231044725,cluster1,,0,0,0,0,0
ASB6,1.899463074,0.090358618,0,0,cluster1,,0,1,0,0,0
TAGAP,1.073787554,-0.053570247,0,-0.064800627,cluster1,,0,0,0,0,0
METTL21A,3.483220181,0.480892263,-0.688036753,0,cluster1,,0,1,0,0,0
TSGA10,1.904212009,-0.588499093,-0.500757519,0,cluster1,,1,0,0,0,0
ZNF701,1.446144841,-0.196532388,0,-4.152098462,cluster1,,0,1,0,0,0
GDF5,1.323907195,0.018086034,0,0,cluster1,,0,0,0,1,0
RNASET2,1.233412797,0.197103923,0,-0.126169312,cluster1,,0,1,0,0,0
OS9,1.062666005,-0.024921545,0,0,cluster1,,0,0,0,0,0
NUS1,1.931093351,0.175536781,0,0.145763955,cluster1,,0,0,0,0,0
OR7A17,1.782812145,-0.420781578,0,-0.089874945,cluster1,,0,0,0,1,0
PRTFDC1,1.342312879,0.160361182,-0.232139182,0,cluster1,,0,0,0,0,0
LHFPL6,1.489684357,0.026694834,0,1.073380325,cluster1,,0,0,0,0,0
DLEC1,5.93761048,1.170913609,-0.22601202,0,cluster1,,0,0,0,0,0
TBCE,1.222658999,0.004790836,0,-0.90707458,cluster1,,1,0,0,1,0
KRT78,2.659650103,0.601571501,0,0.209607407,cluster1,,0,0,0,0,0
GAB1,1.140367163,0.295701993,0,-3.231044725,cluster1,,0,0,0,0,0
ELOVL7,1.45906133,-0.331160603,0,-1.10085847,cluster1,,0,1,0,1,0
MC3R,5.273592895,1.098258531,0,-0.013730825,cluster1,,0,0,0,0,0
SPINK2,1.15907005,0.248778569,0,0,cluster1,,0,0,0,0,0
MED18,4.960958855,-0.768283876,0,3.11187958,cluster1,,0,1,0,0,0
H3-2,4.561279621,-0.768283876,0,-0.192236147,cluster1,,0,0,0,0,0
COA5,4.561279621,0.744099769,0,-0.454702165,cluster1,,0,0,0,0,0
ARHGEF10,1.151991929,0.16787137,0,-0.000279619,cluster1,,0,0,0,0,0
NMNAT2,3.003201281,0.59105158,0,-0.18805324,cluster1,,1,1,0,0,0
GOLGA4,1.130644605,-0.060096998,-0.162767287,0,cluster1,,0,0,0,0,0
PLEKHM2,4.960958855,-0.522605039,0,0,cluster1,,0,0,0,0,0
MON2,4.960958855,-0.736876987,0,0,cluster1,,0,0,0,0,0
NTN4,5.273592895,-0.736876987,0,0.017720957,cluster1,,0,0,0,0,0
BCAN,1.931093351,-0.377874949,0,0.020104145,cluster1,,0,0,0,0,0
NARS2,2.659650103,-0.188003983,0,0.271198736,cluster1,,1,0,0,0,0
MFAP1,1.658714917,-0.215014034,0,0.794884425,cluster1,,0,0,0,0,0
ZFAND1,1.897075157,0.195007158,0,-1.040218883,cluster1,,0,0,0,0,0
HNF1A,4.960958855,-0.368699455,0,0,cluster1,,0,0,0,0,0
SNX29,1.385463512,-0.080665878,0,0,cluster1,,0,0,0,0,0
RASGRP3,1.879264062,0.193982423,0,-0.258174963,cluster1,,0,1,0,0,0
SMIM23,1.394201652,-0.110093679,0,-0.157279057,cluster1,,0,0,0,0,0
NME8,4.561279621,0.175536781,0,0.794884425,cluster1,,0,0,0,0,0
MTMR2,5.273592895,0.175536781,0,0.01864365,cluster1,,1,0,0,0,0
BABAM1,1.782812145,0.192632769,0,-0.013888177,cluster1,,0,1,0,0,0
EIF4G1,4.561279621,0.185844764,0,3.11187958,cluster1,,0,1,1,0,0
B9D2,4.561279621,0.189555551,0,0.02926155,cluster1,,0,0,0,0,0
SLC35F5,1.178126064,0.454108125,-0.15997259,0,cluster1,,0,0,0,0,0
IGSF3,1.585502567,-0.039436497,0,0.064584576,cluster1,,0,0,0,0,0
SCCPDH,4.960958855,0.189555551,0,0,cluster1,,0,1,1,1,0
ITLN2,2.216783842,0.189555551,0,0.01467523,cluster1,,0,0,0,0,0
RPH3AL,5.273592895,0,0,-0.086457862,cluster1,,0,0,0,0,0
CMC1,1.782812145,0.059233024,0,-2.570043545,cluster1,,0,0,0,0,0
PARVB,5.273592895,0.191467158,0,0.259429986,cluster1,,0,1,0,0,0
LAMA2,4.960958855,0,0,0.117616046,cluster1,,0,0,0,0,0
OLIG2,4.561279621,0,0,0.060971149,cluster1,,0,0,0,0,0
ERVK3-1,2.455144082,0.004717214,0,0.794884425,cluster1,,0,0,0,0,0
G3BP2,1.513591426,0.027415171,-0.114815586,0,cluster1,,0,1,0,0,0
RAD52,1.055334466,-0.097515913,0.000792203,-0.129989722,cluster1,,0,1,0,0,0
HECTD3,4.561279621,-3.08549002,0.003967278,0.006609147,cluster1,,0,0,0,0,0
ADCY1,1.316371254,-0.013977941,0.005678087,-0.127637288,cluster1,,0,1,0,0,0
ZFAND5,4.960958855,-3.08549002,0,0,cluster1,,0,1,0,0,0
TTBK2,1.152092657,0.061014207,0,0,cluster1,,1,0,0,0,0
KIF5C,1.273472474,0.195912738,0.013758035,1.141618084,cluster1,,0,0,0,0,0
GRID1,4.561279621,0,0.017289662,0.160062553,cluster1,,0,0,0,0,0
TTC27,2.253836917,-0.131329348,0.018087742,-3.231044725,cluster1,,0,1,0,0,0
CDCA7L,2.561017725,0.193417772,0.020296442,0.130667675,cluster1,,0,0,0,0,0
CUL5,1.153479557,-0.117272477,0.024413269,4.02592915,cluster1,,0,0,0,0,0
CPSF3,1.332010086,0.07438658,0,0,cluster1,,0,0,0,0,0
C12orf60,4.561279621,0,0.024565475,-1.113887143,cluster1,,0,0,0,0,0
GGTLC2,1.594036662,0.633133406,0.02522458,3.11187958,cluster1,,0,0,0,0,0
ATP8B1,2.496702178,-0.21002887,0.027292084,-3.231044725,cluster1,,1,0,0,0,0
MPZL3,1.295892829,0.232119031,0.027821388,0.402716773,cluster1,,0,0,0,0,0
CYP1A1,3.003201281,1.179617229,0.008637386,0,cluster1,,0,1,0,0,0
ABCC8,1.167778318,-0.051792138,0.028143805,0,cluster1,,0,0,0,0,0
RPRM,2.278775903,-0.768283876,0.028393997,-0.134011276,cluster1,,0,0,0,0,0
ASB10,2.496702178,-0.368699455,0.030279308,-0.074051459,cluster1,,0,0,0,0,0
STOX2,1.025429856,0.828413751,0.032436703,0.471353169,cluster1,,0,0,0,0,0
MTMR9,1.022144178,0.720483495,0.033126223,0,cluster1,,0,0,1,0,0
SLC9A9,4.561279621,3.261026801,0.035045275,-2.312618723,cluster1,,0,0,0,0,0
CLCNKA,4.561279621,0.185844764,0.035609749,0.210662794,cluster1,,0,0,0,0,0
FCHO2,1.480733723,-0.019310112,0.036395372,-0.069898132,cluster1,,0,0,0,0,0
DGLUCY,4.561279621,0.175536781,0.039559055,-3.231044725,cluster1,,0,1,1,0,0
PTBP3,1.188765721,-0.280642663,0.045456706,-0.119165145,cluster1,,0,0,0,0,0
TNC,1.251524484,-0.124939075,0.04765518,-0.069532547,cluster1,,0,1,1,0,0
FXYD5,1.039857904,0.703597446,0.048051466,-1.040218883,cluster1,,0,0,0,0,0
DMRTC1,4.561279621,-3.08549002,0.049141061,0.21245711,cluster1,,0,0,0,0,0
ZFYVE16,1.522929899,-4.552448006,0.04970515,0.439664061,cluster1,,1,0,0,0,0
POGK,1.763786093,0.175536781,0.050855746,-3.231044725,cluster1,,0,0,0,0,0
CHPF,1.217511233,-0.25364629,0.051173904,-3.231044725,cluster1,,0,0,0,0,0
CNGA1,1.763786093,-0.215014034,0.051805766,0.742891172,cluster1,,0,0,0,0,0
P4HA2,1.021788222,0.262800161,0.055090374,3.11187958,cluster1,,0,0,0,0,0
LDLRAD3,4.561279621,1.098258531,0.057068826,-0.562038369,cluster1,,0,1,0,0,0
RBP4,1.074107811,-0.09931378,0.057209468,-3.231044725,cluster1,,0,0,0,0,0
RPH3A,1.242531932,0.038145125,0.027878503,0,cluster1,,0,0,0,0,0
PSMA7,4.561279621,0,0.060140382,0.093099513,cluster1,,0,0,0,0,0
MYO18B,1.260808305,-0.110093679,0.062449816,0,cluster1,,0,1,0,0,0
LDHAL6B,2.362505693,0.455270874,0.065111588,-0.297828962,cluster1,,0,0,0,0,0
C22orf31,2.561017725,0.551296384,0.065754521,0,cluster1,,0,0,0,1,0
GPATCH2L,1.097501387,-0.121871266,0.072004281,0,cluster1,,0,0,1,0,0
AREG,5.273592895,1.098258531,0.076373314,0,cluster1,,0,0,0,0,0
TRIR,1.848296263,-0.265532562,0.084048557,3.11187958,cluster1,,1,0,0,0,0
BOC,1.12898562,-0.477478345,0.086469995,0,cluster1,,0,1,1,0,0
SLC43A1,1.931093351,-0.368699455,0.086500846,-3.231044725,cluster1,,0,0,0,1,0
METAP2,1.058317832,-0.039188401,0.089741342,-0.00112332,cluster1,,0,0,0,0,0
HIPK1,1.194459461,-0.013977941,0.094362577,-0.051300763,cluster1,,0,0,0,0,0
AGRP,2.080998824,-1.080860045,0.094369288,-0.429873612,cluster1,,0,0,0,0,0
NTRK3,1.658714917,-0.12110901,0.095051441,0,cluster1,,0,1,0,0,0
FBXO28,1.894367047,0.196826781,0.098463168,0.271198736,cluster1,,0,0,0,1,0
GALNS,1.308068851,0.301563388,0.167153855,0,cluster1,,0,0,0,0,0
KRTAP9-7,1.520607711,0.141832342,0.106752419,0.856360425,cluster1,,0,0,0,0,0
ALDH1A1,1.021428923,-0.207493848,0.106940443,0.023284286,cluster1,,0,1,0,0,0
C18orf54,1.339851796,0.128537207,0.108328513,4.02592915,cluster1,,0,0,0,0,0
FYB2,4.561279621,0,0.111973266,-0.276142339,cluster1,,0,0,0,0,0
AMDHD2,5.530397833,-0.377874949,0.116994749,1.35001993,cluster1,,0,0,1,0,0
CNTNAP3B,4.561279621,3.261026801,0.117389961,0.045643468,cluster1,,0,0,0,0,0
LHPP,2.439952457,-0.602759461,0.118781367,0.794884425,cluster1,,0,1,0,0,0
NDC1,1.381411799,1.57049803,0.123809692,0,cluster1,,1,0,0,0,0
FBXO41,4.561279621,-3.08549002,0.124349437,-0.083160399,cluster1,,0,0,0,0,0
MROH8,1.604036472,0.028905088,0.126066888,0.058272058,cluster1,,0,0,1,0,0
TLL1,1.181991314,1.176119452,0.128498468,3.11187958,cluster1,,0,0,0,0,0
TMED1,5.273592895,-3.08549002,0.129459667,3.11187958,cluster1,,0,0,0,0,0
EPHA6,1.289054783,-0.426155003,0.129988411,0,cluster1,,0,0,0,0,0
ZSCAN29,1.217511233,-0.686905521,0.130900879,0,cluster1,,0,0,0,0,0
TSEN15,4.561279621,0,0.131712223,-0.188717525,cluster1,,0,0,0,0,0
TMEM244,1.181991314,0.411880633,0.134657874,0.862088412,cluster1,,0,0,0,0,0
SLC4A7,1.026592269,0.018826492,0.135270749,0.794884425,cluster1,,1,1,0,0,0
HMOX1,3.581852559,0,0.138108285,0,cluster1,ROS,0,1,0,0,1
ADAM10,5.273592895,1.656513537,0.139108291,0.794884425,cluster1,,1,1,0,0,0
SLK,1.238371408,-0.215101542,0.14064862,0,cluster1,,0,1,0,0,0
PLPPR3,4.960958855,0.904793359,0.14159864,-3.231044725,cluster1,,0,1,0,0,0
SRP68,1.522929899,0.455270874,0.142574818,4.02592915,cluster1,,0,1,0,0,0
ZBTB17,1.116665239,0.588028531,0.223008337,0,cluster1,,0,0,0,0,0
TSPAN3,1.522783506,0.457858179,0.146865672,-0.131698847,cluster1,,0,0,0,0,0
NT5E,4.960958855,0.505208938,0.147026566,-0.268352951,cluster1,,0,0,0,0,0
ALDH1A2,1.724868614,-0.952329097,0.404617242,0,cluster1,,0,0,0,0,0
MARCHF4,1.195571661,0.112711343,0.502361663,0,cluster1,,0,1,0,0,0
TRAF7,2.536095067,0.265364389,0.153946963,-0.126169312,cluster1,,0,0,0,0,0
RHOQ,1.090022688,0.207992351,0.783925643,0,cluster1,,0,0,0,0,0
CHTF8,4.561279621,0.175536781,0.1627291,4.02592915,cluster1,,0,0,0,0,0
DHX29,1.668325196,0.295312274,0.794848298,0,cluster1,,0,0,0,0,0
IQSEC3,5.93761048,1.716888519,0.164108684,-0.126169312,cluster1,,0,0,0,0,0
TSPAN2,1.698150656,0.395041546,0.166281504,0.439664061,cluster1,,0,0,0,0,0
PDLIM4,1.873582634,0.180234303,3.286805581,0,cluster3,,0,0,0,0,0
FBXO42,1.273539816,-0.083558915,-0.034049158,0.010830378,cluster1,,0,0,0,0,0
GLT8D1,1.28248477,-0.103077294,0.169584969,0,cluster1,,0,0,0,0,0
HTR4,1.181991314,-0.602759461,0.169786063,0.30535263,cluster1,,0,0,0,0,0
EPHB3,1.055031666,-0.014046066,0.176006017,-0.317300958,cluster1,,0,1,0,0,0
C15orf40,2.080998824,-0.686583302,0.178755121,-0.796201285,cluster1,,0,0,0,0,0
REG4,2.68598855,3.261026801,0.272314422,0.027646856,cluster1,,0,0,0,0,0
